,modelbaseversion,suppliercountry,suppliernationalidentifier,publicationlanguage,publicationtime,publicationcountry,publicationnationalidentifier,confidentiality,informationstatus,locationsetreference,elaborateddataid,suppliercalculateddataquality,openlrbinary,predefinedlocationreference,freeflowspeed,freeflowtraveltime,traveltime,averagespeed
56167,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488a294118ffc6c19,80,C/wwdRm0iAopBAEY/8YMGQ==,OpenLR,0,0,0,0
56168,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488c2100207c11,50,C/wwdRm0iAwhAAACAAcMEQ==,OpenLR,0,0,0,0
56169,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446a2960d10dbca,79,C/wx0hm0RgopBgDRANsMCg==,OpenLR,0,0,0,0
56170,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446b3a2ff8203ac1,50,C/wx0hm0Rgs6Av+CADoMAQ==,OpenLR,0,0,0,0
56171,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429a394ff1509ec3,50,C/wxXBm0KQo5BP8VAJ4MAw==,OpenLR,0,0,0,0
56172,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429c310fffefff9c1,50,C/wxXBm0KQwxAP/+//kMAQ==,OpenLR,0,0,0,0
56173,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc316519b42ab242073078c17,82,C/wxZRm0KgskAgBzAHgMFw==,OpenLR,0,0,0,0
56174,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319719b461b333ff82ff87c3,50,C/wxlxm0YQszA/+C/4cMAw==,OpenLR,0,0,0,0
56175,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319b19b462b292076ffc5b1a,82,C/wxmxm0YgspAgB2/8ULGg==,OpenLR,0,0,0,0
56176,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4a2f5ff44ff37a7,67,C/wyKhm0pAovBf9E/zcKBw==,OpenLR,0,0,0,0
56177,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4c2b0016fff8c19,50,C/wyKhm0pAwrAAAW//gMGQ==,OpenLR,0,0,0,0
56178,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4aca202025089a10,50,C/wyMxm0rAogAgAlAIkKEA==,OpenLR,0,0,0,0
56179,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4acc370fff4ffffc7,83,C/wyMxm0rAw3AP/0//8MBw==,OpenLR,0,0,0,0
56180,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324319b61b27801cfe87a5f27,50,C/wyQxm2AQsnCAAc/ocKXyc=,OpenLR,0,0,0,0
56181,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4eca323ffc6ff65c1f,52,C/wyRRm07AoyA//G/2UMHw==,OpenLR,0,0,0,0
56182,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4ecb2040180d9b10,50,C/wyRRm07AsgBAAYANkLEA==,OpenLR,0,0,0,0
56183,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551a2150440f4ce,50,C/wyUBm1UQohBQBEAPQMDg==,OpenLR,0,0,0,0
56184,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551b304ffe8ff27b0,50,C/wyUBm1UQswBP/o/ycLAA==,OpenLR,0,0,0,0
56185,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3b27702808cb3011,50,C/wybxm1wwsnBwAoAIwLMBE=,OpenLR,0,0,0,0
56186,1,nl,TomTom Traffic Service,en,05/05/2016 00:29,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3c370ffeefffbc5,50,C/wybxm1www3AP/u//sMBQ==,OpenLR,0,0,0,0
56187,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc2f2319b45db26d2d605cc14,50,C/wvIxm0XQsmDQLWAFwMFA==,OpenLR,0,0,0,0
56188,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30ef19b472a394fee3037c5,50,C/ww7xm0cgo5BP7jADcMBQ==,OpenLR,0,0,0,0
56189,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30ef19b472c300fffffffac0,50,C/ww7xm0cgwwAP////oMAA==,OpenLR,0,0,0,0
56190,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30f719b46da2c50ecff70c10,55,C/ww9xm0bQosBQDs/3AMEA==,OpenLR,0,0,0,0
56191,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30f719b46dc2200509c12,50,C/ww9xm0bQwiAAAFAAkMEg==,OpenLR,0,0,0,0
56192,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc306a19b48cb38cfd41ff9bb6,50,C/wwahm0jAs4DP1B/5sLBg==,OpenLR,0,0,0,0
56193,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488a294118ffc6c19,50,C/wwdRm0iAopBAEY/8YMGQ==,OpenLR,0,0,0,0
56194,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488c2100207c11,50,C/wwdRm0iAwhAAACAAcMEQ==,OpenLR,0,0,0,0
56195,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446a2960d10dbca,59,C/wx0hm0RgopBgDRANsMCg==,OpenLR,0,0,0,0
56196,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446b3a2ff8203ac1,50,C/wx0hm0Rgs6Av+CADoMAQ==,OpenLR,0,0,0,0
56197,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429a394ff1509ec3,50,C/wxXBm0KQo5BP8VAJ4MAw==,OpenLR,0,0,0,0
56198,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429c310fffefff9c1,50,C/wxXBm0KQwxAP/+//kMAQ==,OpenLR,0,0,0,0
56199,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc316519b42ab242073078c17,50,C/wxZRm0KgskAgBzAHgMFw==,OpenLR,0,0,0,0
56200,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319719b461b333ff82ff87c3,50,C/wxlxm0YQszA/+C/4cMAw==,OpenLR,0,0,0,0
56201,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319b19b462b292076ffc5b1a,54,C/wxmxm0YgspAgB2/8ULGg==,OpenLR,0,0,0,0
56202,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4a2f5ff44ff37a7,60,C/wyKhm0pAovBf9E/zcKBw==,OpenLR,0,0,0,0
56203,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4c2b0016fff8c19,50,C/wyKhm0pAwrAAAW//gMGQ==,OpenLR,0,0,0,0
56204,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4aca202025089a10,50,C/wyMxm0rAogAgAlAIkKEA==,OpenLR,0,0,0,0
56205,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4acc370fff4ffffc7,71,C/wyMxm0rAw3AP/0//8MBw==,OpenLR,0,0,0,0
56206,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324319b61b27801cfe87a5f27,50,C/wyQxm2AQsnCAAc/ocKXyc=,OpenLR,0,0,0,0
56207,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4eca323ffc6ff65c1f,52,C/wyRRm07AoyA//G/2UMHw==,OpenLR,0,0,0,0
56208,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4ecb2040180d9b10,50,C/wyRRm07AsgBAAYANkLEA==,OpenLR,0,0,0,0
56209,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551a2150440f4ce,50,C/wyUBm1UQohBQBEAPQMDg==,OpenLR,0,0,0,0
56210,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551b304ffe8ff27b0,50,C/wyUBm1UQswBP/o/ycLAA==,OpenLR,0,0,0,0
56211,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3b27702808cb3011,50,C/wybxm1wwsnBwAoAIwLMBE=,OpenLR,0,0,0,0
56212,1,nl,TomTom Traffic Service,en,05/05/2016 00:44,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3c370ffeefffbc5,50,C/wybxm1www3AP/u//sMBQ==,OpenLR,0,0,0,0
56213,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc2f2319b45db26d2d605cc14,50,C/wvIxm0XQsmDQLWAFwMFA==,OpenLR,0,0,0,0
56214,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30ef19b472a394fee3037c5,50,C/ww7xm0cgo5BP7jADcMBQ==,OpenLR,0,0,0,0
56215,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30ef19b472c300fffffffac0,50,C/ww7xm0cgwwAP////oMAA==,OpenLR,0,0,0,0
56216,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30f719b46da2c50ecff70c10,50,C/ww9xm0bQosBQDs/3AMEA==,OpenLR,0,0,0,0
56217,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc30f719b46dc2200509c12,50,C/ww9xm0bQwiAAAFAAkMEg==,OpenLR,0,0,0,0
56218,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc306a19b48cb38cfd41ff9bb6,50,C/wwahm0jAs4DP1B/5sLBg==,OpenLR,0,0,0,0
56219,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488a294118ffc6c19,50,C/wwdRm0iAopBAEY/8YMGQ==,OpenLR,0,0,0,0
56220,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc307519b488c2100207c11,50,C/wwdRm0iAwhAAACAAcMEQ==,OpenLR,0,0,0,0
56221,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446a2960d10dbca,50,C/wx0hm0RgopBgDRANsMCg==,OpenLR,0,0,0,0
56222,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc31d219b446b3a2ff8203ac1,50,C/wx0hm0Rgs6Av+CADoMAQ==,OpenLR,0,0,0,0
56223,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429a394ff1509ec3,50,C/wxXBm0KQo5BP8VAJ4MAw==,OpenLR,0,0,0,0
56224,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc315c19b429c310fffefff9c1,50,C/wxXBm0KQwxAP/+//kMAQ==,OpenLR,0,0,0,0
56225,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc316519b42ab242073078c17,50,C/wxZRm0KgskAgBzAHgMFw==,OpenLR,0,0,0,0
56226,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319719b461b333ff82ff87c3,50,C/wxlxm0YQszA/+C/4cMAw==,OpenLR,0,0,0,0
56227,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc319b19b462b292076ffc5b1a,50,C/wxmxm0YgspAgB2/8ULGg==,OpenLR,0,0,0,0
56228,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4a2f5ff44ff37a7,50,C/wyKhm0pAovBf9E/zcKBw==,OpenLR,0,0,0,0
56229,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc322a19b4a4c2b0016fff8c19,50,C/wyKhm0pAwrAAAW//gMGQ==,OpenLR,0,0,0,0
56230,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4aca202025089a10,50,C/wyMxm0rAogAgAlAIkKEA==,OpenLR,0,0,0,0
56231,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc323319b4acc370fff4ffffc7,50,C/wyMxm0rAw3AP/0//8MBw==,OpenLR,0,0,0,0
56232,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324319b61b27801cfe87a5f27,50,C/wyQxm2AQsnCAAc/ocKXyc=,OpenLR,0,0,0,0
56233,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4eca323ffc6ff65c1f,50,C/wyRRm07AoyA//G/2UMHw==,OpenLR,0,0,0,0
56234,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc324519b4ecb2040180d9b10,50,C/wyRRm07AsgBAAYANkLEA==,OpenLR,0,0,0,0
56235,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551a2150440f4ce,50,C/wyUBm1UQohBQBEAPQMDg==,OpenLR,0,0,0,0
56236,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc325019b551b304ffe8ff27b0,50,C/wyUBm1UQswBP/o/ycLAA==,OpenLR,0,0,0,0
56237,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3b27702808cb3011,50,C/wybxm1wwsnBwAoAIwLMBE=,OpenLR,0,0,0,0
56238,1,nl,TomTom Traffic Service,en,05/05/2016 00:59,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc326f19b5c3c370ffeefffbc5,50,C/wybxm1www3AP/u//sMBQ==,OpenLR,0,0,0,0
56239,1,nl,TomTom Traffic Service,en,05/05/2016 01:14,other,76624715-56b0-46f7-a8cc-567fb22069cecd279b1,internalUse,real,,Obfc2f2319b45db26d2d605cc14,50,C/wvIxm0XQsmDQLWAFwMFA==,OpenLR,0,0,0,0
