"","date","date_end","site","site_name","no2"
"280",2016-04-24 04:00:00,2016-04-24 05:00:00,"gi4","Withams Road",17.2125
"281",2016-04-24 05:00:00,2016-04-24 06:00:00,"gi4","Withams Road",19.125
"282",2016-04-24 06:00:00,2016-04-24 07:00:00,"gi4","Withams Road",19.125
"283",2016-04-24 07:00:00,2016-04-24 08:00:00,"gi4","Withams Road",17.2125
"284",2016-04-24 08:00:00,2016-04-24 09:00:00,"gi4","Withams Road",38.25
"285",2016-04-24 09:00:00,2016-04-24 10:00:00,"gi4","Withams Road",19.125
"286",2016-04-24 10:00:00,2016-04-24 11:00:00,"gi4","Withams Road",15.3
"287",2016-04-24 11:00:00,2016-04-24 12:00:00,"gi4","Withams Road",15.3
"288",2016-04-24 12:00:00,2016-04-24 13:00:00,"gi4","Withams Road",28.6875
"289",2016-04-24 13:00:00,2016-04-24 14:00:00,"gi4","Withams Road",22.95
"290",2016-04-24 14:00:00,2016-04-24 15:00:00,"gi4","Withams Road",32.5125
"291",2016-04-24 15:00:00,2016-04-24 16:00:00,"gi4","Withams Road",22.95
"292",2016-04-24 16:00:00,2016-04-24 17:00:00,"gi4","Withams Road",34.425
"293",2016-04-24 17:00:00,2016-04-24 18:00:00,"gi4","Withams Road",32.5125
"294",2016-04-24 18:00:00,2016-04-24 19:00:00,"gi4","Withams Road",32.5125
"295",2016-04-24 19:00:00,2016-04-24 20:00:00,"gi4","Withams Road",43.9875
"296",2016-04-24 20:00:00,2016-04-24 21:00:00,"gi4","Withams Road",22.95
"297",2016-04-24 21:00:00,2016-04-24 22:00:00,"gi4","Withams Road",49.725
"298",2016-04-24 22:00:00,2016-04-24 23:00:00,"gi4","Withams Road",72.675
"299",2016-04-25 00:00:00,2016-04-25 01:00:00,"gi4","Withams Road",42.075
"300",2016-04-25 01:00:00,2016-04-25 02:00:00,"gi4","Withams Road",28.6875
"301",2016-04-25 02:00:00,2016-04-25 03:00:00,"gi4","Withams Road",28.6875
"302",2016-04-25 03:00:00,2016-04-25 04:00:00,"gi4","Withams Road",24.8625
"303",2016-04-25 04:00:00,2016-04-25 05:00:00,"gi4","Withams Road",1.9125
"304",2016-04-25 05:00:00,2016-04-25 06:00:00,"gi4","Withams Road",7.65
"305",2016-04-25 06:00:00,2016-04-25 07:00:00,"gi4","Withams Road",13.3875
"306",2016-04-25 07:00:00,2016-04-25 08:00:00,"gi4","Withams Road",24.8625
"307",2016-04-25 08:00:00,2016-04-25 09:00:00,"gi4","Withams Road",9.5625
"308",2016-04-25 09:00:00,2016-04-25 10:00:00,"gi4","Withams Road",34.425
"309",2016-04-25 10:00:00,2016-04-25 11:00:00,"gi4","Withams Road",74.5875
"310",2016-04-25 11:00:00,2016-04-25 12:00:00,"gi4","Withams Road",70.7625
"311",2016-04-25 12:00:00,2016-04-25 13:00:00,"gi4","Withams Road",59.2875
