"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","confidentiality","informationstatus","locationsetreference","elaborateddataid","suppliercalculateddataquality","openlrbinary","predefinedlocationreference","freeflowspeed","freeflowtraveltime","traveltime","averagespeed","ID","lon","lat"
"4129",57793,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",91,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,0,0,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"4130",57794,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",65,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"4131",57795,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",58,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,50.18,23.1,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"4132",57796,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",90,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"4133",57797,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",56,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,348.3,4,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"4134",57798,1,"nl","TomTom Traffic Service","en","05/05/2016 16:14","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"4135",57799,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"4136",57800,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",61,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,89.67,11,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"4137",57801,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"4138",57802,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",55,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,71.07,15.5,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"4139",57803,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"4140",57804,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",53,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,150.76,18.1,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"4141",57805,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",50,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"4142",57806,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,1.27,19.9,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"4143",57807,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",86,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,105.6,12,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"4144",57808,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",75,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,21.91,23,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"4145",57809,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",68,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,79.75,13,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"4146",57810,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",63,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,4.2,6,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"4147",57811,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",51,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,27.12,23.1,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"4148",57812,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",74,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,39.16,17.1,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"4149",57813,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",79,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,45.36,10,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"4150",57814,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",79,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,46.05,24,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"4151",57815,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,0,0,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"4152",57816,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",86,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,23.4,24,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"4153",57817,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",50,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,2.54,17,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
"4154",57818,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324319b61b27801cfe87a5f27",54,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,143.28,10,"Obfc307519b488a294118ffc6c19",-5.35880684850045,36.1479270456498
"4155",57819,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",90,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,40.95,16,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"4156",57820,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",88,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,24.27,35.9,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"4157",57821,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",78,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,97.41,11.9,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"4158",57822,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",79,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,29.14,29.9,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"4159",57823,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",72,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,348.3,4,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"4160",57824,1,"nl","TomTom Traffic Service","en","05/05/2016 16:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"4161",57825,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",51,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"4162",57826,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",88,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"4163",57827,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",87,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"4164",57828,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",96,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,55.36,19.9,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"4165",57829,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"4166",57830,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"4167",57831,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",97,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"4168",57832,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,1.32,19.1,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"4169",57833,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",96,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,45.1,28.1,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"4170",57834,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",50,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,22.91,22,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"4171",57835,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",93,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,0,0,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"4172",57836,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,1.33,18.9,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"4173",57837,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",89,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,0,0,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"4174",57838,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",52,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,33.48,20,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"4175",57839,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",97,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,0,0,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"4176",57840,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",73,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,38.11,29,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"4177",57841,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,0,0,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"4178",57842,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",79,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,23.4,24,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"4179",57843,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",95,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,3.11,13.9,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
"4180",57844,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324319b61b27801cfe87a5f27",59,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,159.2,9,"Obfc307519b488a294118ffc6c19",-5.35880684850045,36.1479270456498
"4181",57845,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",72,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,40.95,16,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"4182",57846,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",80,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,24.27,35.9,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"4183",57847,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",80,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,193.2,6,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"4184",57848,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",55,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,31.11,28,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"4185",57849,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",68,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,348.3,4,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"4186",57850,1,"nl","TomTom Traffic Service","en","05/05/2016 16:45","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"4187",57851,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",51,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"4188",57852,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",92,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"4189",57853,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",79,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"4190",57854,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",90,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,55.36,19.9,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"4191",57855,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"4192",57856,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"4193",57857,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",92,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"4194",57858,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,1.32,19.1,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"4195",57859,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",89,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,44.31,28.6,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"4196",57860,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",85,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,0,0,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"4197",57861,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",92,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,0,0,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"4198",57862,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,1.32,19.1,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"4199",57863,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",83,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,0,0,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"4200",57864,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",85,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,0,0,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"4201",57865,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",92,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,0,0,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"4202",57866,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",83,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,36.84,30,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"4203",57867,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",88,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,4.13,20.9,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"4204",57868,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",70,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,26.87,20.9,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"4205",57869,1,"nl","TomTom Traffic Service","en","05/05/2016 16:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",95,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,2.4,18,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
